ID,Essayset,min_score,max_score,score_1,score_2,score_3,score_4,score_5,clarity,coherent,EssayText
18404,7.0,0,2,2,2,2.0,2.0,2.0,excellent,excellent,aunt kolab care anna know something wrong anna rose said wrong feel okay
18405,7.0,0,2,0,0,0.0,0.0,0.0,worst,worst,reading story come find rose self centered person young anna came kitchen told rose nightmare rose quickly changed subject saying fell asleep working essay without giving second thought sister might feeling
18406,7.0,0,2,0,0,0.0,0.0,0.5,worst,worst,trait rose kept open mind talk ultimately found topic essay pretty much worked long run
18407,7.0,0,2,0,0,0.5,0.0,0.0,worst,worst,conversation talk flustrated weighed stress rosa feel almost go fact father gone left work rosa feel young much responsibility
18408,7.0,0,2,2,2,2.0,2.0,2.0,excellent,above_average,rose optimistic rose kept nodding maybe life would get easier maybe wouldnt
18409,7.0,0,2,2,2,2.0,2.0,1.5,above_average,excellent,anna rose said whats wrong feel okay show caring
18410,7.0,0,2,1,1,1.0,1.0,1.0,worst,worst,one trait describe rose based conversation anna aunt kolab could family person wish make people happy try best keep family togather
18411,7.0,0,2,2,2,2.0,2.0,1.5,above_average,average,rose kind person seems always thinking someone else conversation little sister anna rose feel overwelmed let sister know even try compfort anna complains mother home father away rose explains little sister thing gentle way show compation caring
18412,7.0,0,2,0,0,0.0,0.0,1.0,worst,worst,rose cautious want make mistake could result someone mad one passage story would support conclusion rose answer told truth would hurt aunt probably aunt would tell mother
18413,7.0,0,2,2,2,2.0,1.5,1.0,above_average,worst,one trait rose show caring reader see th paragraph rose want tell aunt kolab really feel fear hurting feeling
18414,7.0,0,2,0,0,0.0,0.0,0.0,worst,worst,rose say anna sound like mama try make thing work
18415,7.0,0,2,0,0,0.0,0.0,1.0,worst,worst,think rose taken little bit calmer rest moved
18416,7.0,0,2,0,0,0.0,0.5,0.5,worst,worst,rose busy young woman
18417,7.0,0,2,2,2,2.0,2.0,2.0,excellent,average,rose diligent story talking sister tell fell asleep working essay show working hard enough make tired
18419,7.0,0,2,0,0,0.0,0.0,1.0,average,worst,rose open sighted see thing eye eye others one support talking aunt kolab aunt say realize seeing situation eye suppose grew must difficut yes quote show rose aunt see eye rose point eye maybe different person different culture seeing differently
18420,7.0,0,2,2,2,2.0,1.5,2.0,above_average,excellent,rose described consoling conversation anna rose attempt make sense family load anna distraught quite understand whole situation justifies helping paul college telling able pay go college job rose also try make quick joke money lighten mood
18421,7.0,0,2,1,1,1.0,1.5,0.5,above_average,worst,rose care thestory crossing try help money three thounds word essay messing
18422,7.0,0,2,1,1,1.5,1.0,1.5,average,average,always worried
18423,7.0,0,2,2,2,1.0,1.0,2.0,worst,average,one trait caring seen rose asks sister anna whats wrong show care whats upsetting sister
18424,7.0,0,2,2,2,1.0,1.0,2.0,worst,average,rose feeling overwhelmed tried optimistic situation feel like role model anna rose express true feeling afraid anna lose faith situation well paragraph rose explains maternal tone anna appreciate paul going school get job ultimately help pay sister college fund rose try point importance helping paul rose would much rather talk want give tired working much school constantly weighing despite feeling rose try remain positive anna sake hold tongue
18425,7.0,0,2,0,0,0.0,1.0,0.0,worst,worst,rosa coul feeling little hust dream told anna fine another bad dream
18426,7.0,0,2,0,0,0.0,0.0,0.0,worst,worst,story character rose tough situation family struggling make money put alot pressure result talking sister anna see get little angry result high amount pressure feeling see resonds anna saying money everthing already everthing rude resonse result pressure rose feeling finish essay also make money family
18427,7.0,0,2,0,0,0.0,0.0,0.0,average,worst,rose smart person think thing differently others shown paragraph anna say money everything rose say already everything people think situation way
18428,7.0,0,2,2,2,2.0,2.0,1.0,above_average,worst,one trait describes rose understanding anna say seems like papa gone year rose understands good job los angeles paid three time making
18429,7.0,0,2,0,0,0.0,0.0,0.0,worst,worst,rose trying rock family keep head little sister paul show try console sister saying go say using excuse make sister feel better
18430,7.0,0,2,0,0,0.0,0.5,0.0,average,worst,rose thinker analyzes everything search meaning inside
18431,7.0,0,2,1,1,1.0,1.0,1.5,worst,average,rose caring respectful person many thing help around house chore even homework dream paul jump cliff weighing water paul dream refers caring missing since gone four month weighing refers responsibility home
18432,7.0,0,2,0,0,0.0,1.0,0.0,average,worst,mother always late getting home work
18433,7.0,0,2,1,1,1.0,0.5,1.5,worst,excellent,one trait rose feeling responsibility show looking hand say paul fate lie partly
18434,7.0,0,2,0,0,0.0,0.5,0.0,average,worst,rose timid show conversation either kept quiet speak much
18436,7.0,0,2,0,0,0.0,0.0,1.0,worst,worst,rose rational show trait conversation anna tell anna reasoning behind father job know need part get better life
18437,7.0,0,2,0,0,0.0,0.0,1.0,worst,worst,guilty rosa answer told truth would hurt aunt probably aunt would tell mother
18438,7.0,0,2,0,0,0.0,0.0,0.5,average,worst,want find something better aunt whole family one person rose selfish person make trait outgoing
18439,7.0,0,2,0,0,0.0,0.0,0.5,average,worst,paragraph could tell rose modest person got feeling like bother people even say told truth would hurt aunt therefore clearly want burden anyone
18440,7.0,0,2,2,2,2.0,2.0,2.0,above_average,excellent,one trait describe rose outgoin hard worker even trying help nother family member part help paul finish college get job anna pay go college
18441,7.0,0,2,0,0,0.0,0.0,0.0,worst,worst,rose always busy doesnt feel like age conversation aunt kolab try come idea help rose everything
18442,7.0,0,2,0,0,0.0,0.0,0.0,worst,worst,feeling family shoulder one holding everybody together paul body sank top rose pushing sandy bottom unable breath pressure get entire family
18443,7.0,0,2,0,0,0.0,0.0,1.0,worst,worst,self sufficient conversing aunt kolab weary letting true feeling show aunt kolab thought meaning rose dream asked rose felt way course rose wanting help pity avoided expressing true emotion
18444,7.0,0,2,0,0,0.0,0.0,0.0,worst,worst,parragraph sentence maybe find way thing differentle want help good person try everybody happy
18445,7.0,0,2,1,1,1.0,0.5,1.0,worst,worst,one trait rose responsibility take care problem situation story school everyday go straight work home help aunt kolab prepare dinner
18446,7.0,0,2,2,2,1.0,2.0,2.0,excellent,excellent,one trait describes rose based conversation family determined exhausted overwhlemed stuff suppose yet still determined make know brother even though easy know end pay paul return favor getting job putting sister college one detail story support rose say part help paul finish college get good job anna pay go college
18447,7.0,0,2,2,2,1.0,2.0,2.0,excellent,excellent,rose hopeful conversation anna would say paul get good job college would pay anna go college
18448,7.0,0,2,2,2,2.0,2.0,2.0,above_average,above_average,rose seems caring always think others worried helping brother go college
18449,7.0,0,2,1,1,0.5,1.0,1.0,average,worst,rose young girl squeeze time school work job also younger sibling take care even though many thing still caring family willing
18451,7.0,0,2,2,2,2.0,2.0,2.0,above_average,above_average,one trait rose shown coversation aunt kolab hit like speeding bullet respect rose respect aunt family knew answer aunt kolab question felt would hurt aunt decided better say nothing something wrong
18452,7.0,0,2,0,0,0.5,0.0,0.0,worst,worst,afaird afaird tell aunt truth
18453,7.0,0,2,0,0,0.0,1.0,1.0,worst,worst,rose brave sense want sister know really feel rose try strong talking sister laughed fake laugh want sister worry rose brave
18454,7.0,0,2,1,1,0.5,1.0,1.0,worst,worst,one trait discribes rose loyalty even hectic schedule rose loyal family need rose finish homework late night squeeze work restaurant rose feel weight busy schedule extra restaurant work provides family money sincerely need
18455,7.0,0,2,0,0,0.0,0.5,0.0,average,worst,rose felt urgent need relate dream expose would loosen grip
18456,7.0,0,2,1,1,1.0,1.0,0.5,average,worst,conversation anna aunt kolab one trait show rose loyalness even though rose weighed school life working trying help family try get tough situation
18457,7.0,0,2,0,0,0.0,0.0,1.0,average,worst,even win get travel sacramento recieve prize
18458,7.0,0,2,0,0,0.0,0.0,0.0,worst,worst,anna realistic person good trait could easily mad father leaving realizes family need money accepts left anna see father leaving get away leaving help family better life demonstraits trait talking rose anna say already everything talking important money anna realistic important money really
18459,7.0,0,2,1,1,1.5,1.5,1.0,excellent,worst,rose dedicated story tell overwhelmed work essay want write still work support brother paul
18460,7.0,0,2,2,2,2.0,1.0,1.0,average,worst,rose hardworking part help paul finish college
18461,7.0,0,2,1,1,1.0,1.0,1.0,worst,worst,hard working thing might want help family
18462,7.0,0,2,2,2,1.5,2.0,2.0,excellent,average,really care poeples feeling showed asked sister wrong
18463,7.0,0,2,0,0,0.0,0.0,0.0,worst,worst,rose didnt answer
18464,7.0,0,2,0,0,0.0,0.0,0.0,average,worst,rose want hurt family telling aunt felt weighed helping much answer aunt question knew truth would hurt aunt mother
18465,7.0,0,2,1,1,1.0,1.0,1.0,worst,worst,believe one trait rose dedicated helping family story mention go straight school work home cook dinner aunt homework rest night obviously show everything power help family make
18466,7.0,0,2,0,0,0.0,0.0,0.0,worst,worst,one trait saw act different around different family member example talking bit sister aunt
18467,7.0,0,2,0,0,0.0,0.5,1.0,worst,worst,rose seems like would dramatic certain time said lonesome papa seems like gone year reality gone four month found paragraph sentence
18468,7.0,0,2,0,0,0.0,1.0,1.0,worst,worst,busy stressed girl example show trying figure fit word essay work hour shift resturaunt
18469,7.0,0,2,0,0,0.0,0.0,1.0,average,worst,well time kitchen desribe rose stood stalked kitchen
18470,7.0,0,2,1,2,1.5,2.0,2.0,excellent,average,think rose mature think story try help sister feeling rose try help anna leaving father
18471,7.0,0,2,1,1,1.0,1.0,1.0,average,worst,based conversation rose anna believe rose protective paragraph rose tried laugh sounded fake even seems like rose trying comfort anna without revealing truly feel covering feeling speaking anna believe rose protective trying expose anna way really feel papa absence
18472,7.0,0,2,1,1,0.5,1.0,1.0,worst,worst,rose independent person thing seems like appear tough family like everything together get along fine seems rose want family know concern trip would take concern brother rest family rose also caring deep care much weight caring weighs anna spoke rose brother paul anna seems guarded want show sister really feel conversation family situation father brother anna tell rose sound like mother talk really needed money father working
18473,7.0,0,2,0,0,0.0,0.0,0.0,worst,worst,rose shy also like get want like thing way story aunt kolab say hmm maybe find way thing differently way better
18474,7.0,0,2,2,2,2.0,1.5,2.0,excellent,excellent,rose respectfull elder speaking aunt kolab felt weighed responsibility put rose answer told truth would hurt aunt probably aunt would tell mother
18475,7.0,0,2,1,1,1.5,1.0,1.0,worst,worst,rose supportive sister rose hold back emotion talk sister anna anna upset father leaving mom away rose feel similarly burden supporting brother chooses say everything work try support sister instead letting know actual thought
18476,7.0,0,2,0,0,0.0,0.0,0.0,average,worst,stressful would squeeze writing flawless three thousand word essay insane said grimly gathered book paper
18477,7.0,0,2,0,0,0.0,0.0,0.0,average,worst,want succesful say talking anna say everything say traveling sacramento recieve prize
18478,7.0,0,2,1,1,1.0,1.5,1.0,above_average,worst,rose kind quiet helpful really say anything like rose aunt kolab talking nodded say much
18479,7.0,0,2,0,0,0.0,0.0,0.0,average,worst,ambituos school gone straight restraunt work four hour shift straight home help aunt kolab prepare quick supper time homework
18480,7.0,0,2,2,2,2.0,1.0,1.0,average,worst,rose compassionate towards others rose answer told truth would hurt aunt
18481,7.0,0,2,0,0,0.0,0.0,0.0,average,worst,rose seems stressed everything put bigger person
18482,7.0,0,2,0,0,0.0,0.5,0.0,average,worst,rose stressed high school work everyday many thing going one time bos might fire miss another day work try stay positive really hard tremendous amount stress
18483,7.0,0,2,1,1,1.0,1.0,1.0,average,worst,talking sister anna rose act compassionately rose try act kindly towards anna want younger girl feel upset family situation rose admits miss papa rose try rationalize situation gently explains go another job order support family saying rose attempt make sister feel le upset thus rose quite compassionate
18484,7.0,0,2,1,1,0.5,1.5,0.5,above_average,worst,rose caring daughter miss father working la angeles
18485,7.0,0,2,0,0,1.0,1.0,0.0,worst,worst,rose teenage girl take lot responsibility student trying write three thousand word essay top trying fulfill duty job
18486,7.0,0,2,1,1,0.5,1.0,1.0,average,worst,rose thoughtful towards others really think one around help tell anna father pay go college making sister feel better saying father take care best
18487,7.0,0,2,2,2,2.0,2.0,2.0,above_average,average,rose hard worker care sister education part help paul finish college get good job anna pay go college
18489,7.0,0,2,0,0,0.0,0.0,0.0,worst,worst,rose feel like weight paul working put college done college pay hher anna go college
18490,7.0,0,2,1,1,0.5,1.0,1.0,worst,worst,shes caring talking aunt respectful listened say also aggreed everything
18491,7.0,0,2,1,1,1.0,1.0,1.0,worst,worst,think rose care lot family rose come home everyday help aunt kolab prepare quick supper
18492,7.0,0,2,0,0,0.5,0.5,0.5,average,worst,story felt young much responsibility family story say dark rose clasped cupped hand paul fate lie partly
18493,7.0,0,2,2,2,1.0,2.0,2.0,above_average,average,hopeful good come life optimistic want everything better life try see aunt kolab anna hope speaks anna must help paul finish college send rose anna college hopefulness optimism also see speaking aunt kolab find write speaking aunt kolab
18494,7.0,0,2,2,2,1.0,1.5,1.0,excellent,worst,respect aunt kolab answer question feel weighed help family said answer want hurt aunt
18495,7.0,0,2,1,1,0.5,0.5,1.0,average,worst,trait stood rose caring family example go lay younger sister comfort
18496,7.0,0,2,2,2,2.0,1.5,2.0,excellent,average,rose kind heart know job look family say part help paul finish college show care family
18497,7.0,0,2,0,0,0.0,0.0,0.0,average,worst,one trait describes rose think ahead time one detail support whe say maybe life would get easier maybe wouldnt
18498,7.0,0,2,2,2,2.0,2.0,2.0,above_average,above_average,rose caring others try help taking care problem anna wrong feel okay asked anna even though rose well
18499,7.0,0,2,1,1,0.5,1.0,1.5,average,average,one trait rose understanding even much pressure put talkinf aunt kolab would understand aunt trying explain
18500,7.0,0,2,2,2,2.0,2.0,2.0,above_average,excellent,one trait describes rose respectful rose aunt kolab asked felt weighed rose answer ansewer afraid hurt aunt feeling rose surpresses feel sister upset
18501,7.0,0,2,0,0,0.0,1.0,0.0,average,worst,rose really busy life shes always tring squeeze thing line rose tell reader shes afraid tell family feel feel weighed helping family
18503,7.0,0,2,0,0,0.0,0.0,1.0,average,worst,rose try stay positive like mother sister anna say paragraph sound like mama
18504,7.0,0,2,0,0,0.5,0.0,0.5,average,worst,one adjective describe rose ungrateful seems complain lot throughout story helping family working feel piling lot responsibility lot responsibility everyone life home
18505,7.0,0,2,2,2,2.0,2.0,2.0,excellent,average,rose caring becuase immediatly anna walk asked anna feeling okay
18506,7.0,0,2,2,2,2.0,2.0,2.0,excellent,excellent,one trait describe rose based conversation shes kind feals weighed responsibility helpeing family toung age wish express true feeling fear making aunt kolab upset intern making mother upset
18507,7.0,0,2,2,1,1.5,1.0,1.5,worst,average,one trait caring tell aunt really felt scared would make aunt disappointed
18508,7.0,0,2,1,1,0.5,1.0,1.0,worst,worst,one trait rose care family show yell paul watch dream
18509,7.0,0,2,1,1,1.0,1.5,1.0,above_average,worst,rose determined story conversation anna rose explains anna situation going get better say confidence
18510,7.0,0,2,0,0,1.0,0.0,0.5,worst,worst,one trait describe rose based conversation feel busy
18511,7.0,0,2,0,0,0.0,0.0,0.0,worst,worst,rose bad dream sister asked wrong
18512,7.0,0,2,1,1,1.0,1.5,1.0,above_average,worst,work hard
18513,7.0,0,2,2,2,2.0,2.0,2.0,excellent,above_average,one trait rose story rose conversation younger sister anna anna walk rubbing eye rose askes whats wrong feel okay rose trait caring others mom anna mom home
18514,7.0,0,2,0,0,0.0,0.5,0.0,average,worst,talk aunt kolab rose feel keep family running keep hope supporting money wise feel pressured situation aunt kolab offer help family take pressure rose
18515,7.0,0,2,0,0,0.0,0.0,0.0,worst,worst,feel weighed help family
18516,7.0,0,2,1,1,1.0,0.5,1.0,worst,worst,thoughtful rose considers others must feel situation example paragraph rose say felt youg much responsibility rose imaginaing brother must feel
18517,7.0,0,2,1,1,1.0,1.0,1.0,average,worst,responsible work restaurant school go home help make dinner
18518,7.0,0,2,0,0,0.0,0.5,0.0,average,worst,rose two faced person conversation anna faked laugh knew tried laugh sounded fake even reason simply get anna leave additionally spoke aunt kolab tell really felt knew would get mad
18519,7.0,0,2,0,0,0.0,0.0,0.0,average,worst,frustrated everything going like said story day like day long demanding school gone straight restaurant work four hour shift straight home help aunt kolab prepare quick supper time homework
18520,7.0,0,2,2,2,2.0,2.0,2.0,excellent,average,rose talking anna show selfless trait shown say part help paul finish college get good job anna pay go college unselfish working brother finish school even though exhasuted
18521,7.0,0,2,0,0,0.0,0.0,0.0,average,worst,want free
18522,7.0,0,2,2,2,2.0,2.0,2.0,above_average,excellent,one trait depicted passage rose grown rose talking anna said part help paul finish college get job pay go college next anna stand say rose sound like mom
18523,7.0,0,2,0,0,0.5,0.0,0.0,worst,worst,feel rose feel lonely cause feel seen father four month aunt said feel weighted soing help family rose didnt answer aunt said somthing back rosie feel life dificult felt good aunt understodd felt
18524,7.0,0,2,0,0,0.0,0.0,0.0,worst,worst,rose feel like everything happens reason anna quite feel way anna hate father gone rose seems think better article say go
18525,7.0,0,2,0,0,0.0,0.0,0.5,worst,worst,try see thing another point view
18526,7.0,0,2,2,2,1.5,2.0,2.0,excellent,above_average,one trait rose thoughtfulness aunt kolab asked weighed help family answer want hurt aunt
18527,7.0,0,2,0,0,1.0,0.5,0.5,average,worst,rose seems like smart girl writing essay state competition smart would nt writing state competition
18528,7.0,0,2,2,2,2.0,2.0,2.0,excellent,excellent,trait rose show conversation aunt koleb caring begin conversation anna asking worried show care sister also mention anna father work hard send paul college anna sincerely care paul little sister want go college
18529,7.0,0,2,0,0,0.0,0.0,0.0,worst,worst,rose feel overworked talk aunt kolab tell truth feel taking big part house work lie give exhausting vibe extremely busy schedule
18530,7.0,0,2,2,2,2.0,2.0,2.0,excellent,average,believe story reveals rose caring person evidence behind reasoning rose said part help paul finish collge get good job anna pay college reason chose part story believe show sympathy towards sister saying allowing sister feel better situation rose would caring person express sympathy sister
18531,7.0,0,2,0,0,0.5,0.5,0.0,worst,worst,one trait rose story never speaks wat want say like storyshe talk one bit aunt kolab nodded rose need say wats mind life pushed around
18532,7.0,0,2,0,0,0.0,0.5,0.0,worst,worst,rose tends feel uncomfortable expressing inner struggle talking anna anna tell sound like mama illustrating rose cover feeling saying feel expected
18533,7.0,0,2,0,0,0.0,0.0,0.0,average,worst,rose quite humble want tell aunt wrong answer question feel weighed help family wanted better life family united state
18534,7.0,0,2,2,2,2.0,2.0,2.0,above_average,excellent,trait rose understanding four month rose said gently could go job los angeles paid three time making statement suggests rose understanding situation willing accept
18535,7.0,0,2,2,2,2.0,2.0,1.5,above_average,above_average,many trait describe rose one trait never complained helping pay paul college education one detail supprots trait say part help paul finish college rose willing work family tradition occurs cambodia
18536,7.0,0,2,1,1,1.5,1.5,0.5,excellent,worst,rose care family wery much try much still try stuff first paragraph mentioned rose go school work home help prepare supper family find time homework
18537,7.0,0,2,0,0,0.0,1.0,1.0,worst,worst,one trait described rose like sharing feeling pressured help family anna asked feeling okay told fine even though
18538,7.0,0,2,0,0,0.0,0.0,0.0,worst,worst,rose pressure work complete rose feel squeeze one thing schedule
18539,7.0,0,2,0,0,0.0,0.0,0.0,average,worst,aunt kolab understanding people realizes going rose family rose come kitchen looking sad aunt kolab know exactly
18540,7.0,0,2,0,0,0.0,0.0,0.5,worst,worst,one trait really nice said gently could
18541,7.0,0,2,1,1,1.0,1.0,1.5,average,average,rose greatly care family put lot responsibility shoulder
18543,7.0,0,2,1,1,0.5,1.0,0.5,worst,worst,love family always listens best like sister aunt
18544,7.0,0,2,0,0,1.0,0.0,0.5,worst,worst,shy affraid say whats mind doesnt want hurt aunt
18545,7.0,0,2,0,0,0.0,0.5,0.0,worst,worst,stessed call self insane trying get done whole bunch stuff including essay
18547,7.0,0,2,0,0,0.0,0.0,0.5,average,worst,rose look situation different point view finally occurrs write essay life style
18548,7.0,0,2,2,2,2.0,2.0,2.0,above_average,average,rose caring story rose asks anna feel okay
18549,7.0,0,2,0,0,0.0,1.0,0.5,worst,worst,felt urgent need relate dream amd want mom know truth probably aunt would tell mother
18550,7.0,0,2,0,0,0.0,0.0,0.5,worst,worst,rose busy
18551,7.0,0,2,0,0,1.0,0.0,0.0,average,worst,want appear vulnerable weak share true feeling anna
18552,7.0,0,2,1,1,1.5,1.0,1.0,average,worst,one trait think describes caring exapmple anna said money everything rose said already everything rose trying help sister getting college
18553,7.0,0,2,0,0,0.0,0.0,0.0,average,worst,rose person thet try keep family together rough time
18554,7.0,0,2,1,1,1.0,0.5,1.0,average,worst,nice person always look upside thing like whn say hmm maby find way thing diffrently way better show true loveing caring person
18555,7.0,0,2,1,1,1.0,1.5,1.0,excellent,worst,story seems rose really care family feel responsibility helping get tough time caring need rose cupping hand thinking paul fate lie partly example showing feel responsibility family
18556,7.0,0,2,0,0,0.0,0.0,1.0,average,worst,one rose trait resourceful needed topic paper able come one talking aunt
18557,7.0,0,2,1,1,1.0,1.0,1.0,worst,worst,hardworking one trait describes rose work hard school rush work come home help dinner normal day rose sucessful future make rose hardworking
18558,7.0,0,2,1,1,1.0,1.0,1.0,average,worst,caring know family mean money
18559,7.0,0,2,2,1,1.0,1.0,1.0,worst,worst,rose caring person asked anna wrong looked sad
18560,7.0,0,2,0,0,1.0,0.0,0.0,average,worst,rose feel busy age go work help family well go school conversation aunt end story aunt say try help weight selling thing rose little le busy aunt promise sell treat sew people help
18561,7.0,0,2,1,1,1.0,1.0,1.0,worst,worst,rose speaking sister see caring side even though upset stress family try strong sister act everyting okay show care family
18562,7.0,0,2,0,0,0.0,0.0,0.0,worst,worst,rose nice person work hard school help family also part time job show care sister
18563,7.0,0,2,2,2,2.0,2.0,1.0,above_average,worst,rose caring brother sister think thing going hill since father left mother working time focus family instead work getting enough money help older brother want tell aunt truth thought would hurt aunt understands thing rough difficult grow cambodia
18564,7.0,0,2,2,2,1.0,1.5,2.0,above_average,excellent,determined stick important like feel asleep working essay
18565,7.0,0,2,1,1,1.0,1.0,1.0,average,worst,responsiable nervouse didnt want mess brother chance graduate collage
18566,7.0,0,2,0,0,0.0,0.0,0.0,average,worst,rose feel conficted belief one really understands going one detail dream see thing going frustrates much feel anything
18567,7.0,0,2,1,1,1.0,1.0,1.0,average,worst,helpful paul fate lie partly
18568,7.0,0,2,2,2,1.5,2.0,2.0,above_average,excellent,one character trait describes rose thoughtfulness rose answer told truth would hurt aunt probably aunt would tell mother
18569,7.0,0,2,1,1,1.0,1.5,1.0,above_average,worst,try help sister cause dad gone sister mad mom work late home yet also help aunt kolab thing need helping trait
18570,7.0,0,2,0,0,0.0,1.0,0.0,worst,worst,rose stressed scared tell truth aunt first want hurt mother
18571,7.0,0,2,1,1,1.0,0.5,1.0,worst,worst,one trait rose hard worker tell hard worker due fact schooling work four hour shift come home help dinner homework family never give nore dose ever take break
18572,7.0,0,2,1,1,1.5,0.5,1.0,average,worst,one trait rose responseability shown statement feel weighted help family statement made aunt kolab response rose dream show rose felt burden responseability trying best maintain finish family asks want achieve
18573,7.0,0,2,1,0,0.0,0.0,0.0,worst,worst,rose fearful stressed want help famliy however feel enough time patience everthing rose feel pressured trait feeling pressured exposed dream body sank made stone pushing beneath sandy bottom paul body wrighting represents task need much going
18575,7.0,0,2,0,0,0.0,0.0,0.0,worst,worst,earth know mom say money everything
18576,7.0,0,2,0,0,0.0,1.0,0.0,average,worst,anna rolled eye shoved chair away table
18577,7.0,0,2,1,1,1.0,1.0,1.0,worst,worst,rose hard worker anything keep family running thus defended family stay afloat sister proved know whats best family anything help prove
18579,7.0,0,2,0,0,0.0,0.0,0.0,worst,worst,felt weighed sad
18580,7.0,0,2,0,0,0.0,0.0,0.0,worst,worst,confused busy life right rose felt urgent need relate dream expose would loosen grip
18581,7.0,0,2,2,2,2.0,2.0,2.0,above_average,above_average,story show rose mentally strong girl story show trait rose say anna part help paul finish college sentence show rose mentally strong eventhough younger paul still help finish college rose also school work family obligation take care
18582,7.0,0,2,2,2,2.0,2.0,2.0,excellent,excellent,think rose caring even though struggling worry people think talking anna kitchen say anna wrong feel okay think really show much care sister even though worried essay take time make sure sister okay
18583,7.0,0,2,1,1,1.5,1.0,0.5,average,worst,think rose hardworking cause say part help paul finish college think show rose work hard even enjoy work
18584,7.0,0,2,2,1,1.0,1.0,1.0,worst,worst,one trait think describes rose mature think talking sister anna stood father moved los angeles look thing people perspective make mature
18585,7.0,0,2,0,0,0.0,0.5,0.0,worst,worst,mad
18586,7.0,0,2,0,0,0.0,1.0,0.0,average,worst,rose tired overworked school gne straight restaurant work four hour shift straight home help aunt kolab prepare quick supper time homework
18587,7.0,0,2,2,2,2.0,2.0,1.0,excellent,worst,belive rose extremely comforting person conversation anna comforted anna bad dream talking making glass orange juice
18588,7.0,0,2,0,0,0.5,0.0,1.0,worst,worst,talking anna said go los angeles paid three time making anna glared rose money everything stress mother working late
18589,7.0,0,2,0,0,0.0,0.5,0.0,worst,worst,rose close minded used thing america realize help family also done cambodia family native country aunt tell cambodia first country would quite normal realize seeing situation eye suppose grew must difficult yes show rose indeed weighted effort help brother paul graduate college also help family way well helping aunt kolab making supper helping anna cope bad dream
18590,7.0,0,2,0,0,0.5,0.0,0.0,average,worst,rose know wgat going family
18591,7.0,0,2,2,1,1.0,1.0,1.0,average,worst,rose want help family much possible want set mother aunt paragragh say told truth would hurt aunt probably aunt would tell mother
18592,7.0,0,2,0,0,0.0,0.0,0.0,average,worst,person think bout every thing even old thought like ther dream remembered jumpin rock sank like rock pinned ground didnt even realize
18593,7.0,0,2,0,0,0.5,0.0,1.0,average,worst,hard headed open minded time
18594,7.0,0,2,0,0,1.0,0.0,1.0,worst,worst,rose person try please everyone trait clearly shown answer aunt asks rose feeling weighed
18595,7.0,0,2,0,0,0.5,0.0,0.0,worst,worst,talking anna rose show short temper roll eye stood stalked kitchen
18596,7.0,0,2,0,0,0.0,0.0,0.0,worst,worst,quiet seems self concious
18597,7.0,0,2,0,0,0.0,0.0,1.0,worst,worst,rose come impatient person sister fault write long essay get attitude sister voice sank fierce whisper
18598,7.0,0,2,0,0,0.0,0.0,0.0,average,worst,one trait fact want hurt family matter reason decides lie paragraph put theory effect
18599,7.0,0,2,2,2,2.0,2.0,1.0,excellent,worst,rose described word caring show conversation aunt anna talk word say really seems care example say whats wrong feel okay
18600,7.0,0,2,0,0,1.0,0.0,0.0,worst,worst,rose turthful sometimes also keep almost everything turthful told aunt dream also kept felt work load
18601,7.0,0,2,2,2,2.0,2.0,1.0,excellent,worst,rose caring like upset others talking aunt said rose answer told truth would hurt aunt probably aunt would tell mother show want see aunt get hurt
18602,7.0,0,2,0,0,0.0,1.0,0.0,average,worst,believe rose trait endure endure long hard day make time write state qualifying essay also patient endure even negative moment sister often feel due situation
18603,7.0,0,2,0,0,0.0,0.0,1.0,worst,worst,rose think life never get alittle easier unless parent aunt someway make feel lighter always busy camdodian tradition snese family realized could survive ocean corssing
18604,7.0,0,2,1,1,0.5,1.0,1.0,worst,worst,caring person always want help always try nice
18605,7.0,0,2,1,1,1.5,1.0,1.0,average,worst,rose seems like alot help family hard shes still young strong person would likely everything could help family rose probably felt aot better talking aunt feel like thing might get easier
18606,7.0,0,2,1,1,1.0,1.0,0.5,average,worst,rose main character passage seems grounded earth many people may deem pessimistic characteristic value able bear hardcomings reality come time example rose groundedness conversation little sister instead comforting anna talked missing thier father rose simply told neccessary leave order send thier older brother college
18607,7.0,0,2,0,0,0.0,0.0,0.0,worst,worst,rose open minded support aunt kolab making suggestion like sew lady even make special treat country sell rose agreeable nodding head
18608,7.0,0,2,2,2,1.5,1.0,2.0,worst,average,one trait rose make best anything although feel weighed working help brother aunt help brighten day saying maybe could help rose make rose feel better also used inspiration essay realized life really bad
18609,7.0,0,2,0,0,0.0,0.0,0.0,worst,worst,rose happy father go away job wake bad dream go talk anna feel say miss say money everything went get money family rose understand upset leaving
18613,7.0,0,2,0,0,1.0,0.0,0.5,worst,worst,one trait describes rose tired exhausted feel asleep working essay rose said
18614,7.0,0,2,0,0,0.0,0.5,0.0,worst,worst,anna feel sorry dad cause mom work way much
18615,7.0,0,2,0,0,0.0,0.0,1.0,worst,worst,like want keep true feeling inside two family member thinking everything okay detail story rose answer told truth would hurt aunt
18616,7.0,0,2,1,1,1.0,1.5,0.5,above_average,worst,sound like rose help provide family tell responsible talking aunt kolab aunt asks feel weighed help family tell help sister brings money job spends much time doesnt time essay
18617,7.0,0,2,0,0,0.0,0.0,0.0,average,worst,worry much future instead happening right talked anna part could go college aunt kolab also asked felt weighed rose said worry
